topic	term	beta
2	ridley	3.4549048339460816e-5
1	riegle	3.603845345568682e-18
2	riegle	6.233505424268991e-5
1	rifle	7.990225316960172e-5
2	rifle	6.889840882849957e-5
1	rifles	8.253753901772645e-6
2	rifles	4.8782059785415254e-5
1	rig	8.04329002305459e-5
2	rig	6.192963422444434e-6
1	riggs	3.806665938713111e-5
2	riggs	7.010927837199467e-7
1	right	3.155192873221725e-4
2	right	8.823190978494523e-4
1	rights	3.1608274862471687e-6
2	rights	0.0012795582981699409
1	rightwing	2.7634821875782763e-13
2	rightwing	1.2467010829249404e-4
1	rigs	3.907109162507275e-5
2	rigs	1.2673542871522628e-23
1	rill	4.353879705723006e-37
2	rill	3.116752712134622e-5
1	rinfret	6.399012249430479e-61
2	rinfret	2.337564534100965e-5
1	ring	9.827580465061403e-5
2	ring	8.334527292506828e-5
1	rings	4.453850224460369e-5
2	rings	7.969327664848762e-8
1	rio	1.1163169035732822e-4
2	rio	1.5643321953133745e-17
1	rios	7.986103957272831e-74
2	rios	3.116752712134622e-5
1	riot	7.902159343505e-6
2	riot	1.0357064492797524e-4
1	rioters	5.009361560087826e-5
2	rioters	9.817012323748219e-8
1	rioting	5.3649889271444865e-6
2	rioting	6.63821786571497e-5
1	riots	1.2625261159319122e-12
2	riots	8.960663959262834e-5
1	ripped	3.4877581405220766e-5
2	ripped	6.823007189453072e-6
1	rise	5.335071570444279e-4
2	rise	1.720658119119713e-5
1	risen	1.1179317206113775e-4
2	risen	1.1575108588905983e-5
1	rises	5.023426020279092e-5
2	rises	3.196953837098665e-13
1	rising	4.0523777451418046e-4
2	rising	4.0507497786361464e-5
1	risk	2.446213807642258e-4
2	risk	1.1755412575900451e-4
1	risks	8.8054284327074845e-05
2	risks	3.204077141272763e-5
1	risky	3.566090649487987e-5
2	risky	1.4068128773410216e-5
1	rison	4.539755155521528e-50
2	rison	2.7271586231177944e-5
1	ritalin	4.23295581204398e-56
2	ritalin	3.506346801151451e-5
1	ritual	3.4081124789206325e-13
2	ritual	3.5063467773628534e-5
1	rival	7.750410633705037e-5
2	rival	1.290114264774928e-4
1	rivals	1.9265770748653258e-5
2	rivals	7.615915010621351e-5
1	river	5.820154554572127e-4
2	river	3.789100571309257e-5
1	rivers	1.2876381491470622e-4
2	rivers	7.521497173894525e-6
1	riverside	3.158323388008153e-5
2	riverside	5.226517859774319e-6
1	rjr	1.1721327487521817e-4
2	rjr	7.779966700288634e-24
1	rkan	1.2732315050363246e-18
2	rkan	3.8959408901681914e-5
1	rn	3.348950710720519e-5
2	rn	6.4299532960669025e-37
1	rnc	2.8119422364729083e-27
2	rnc	3.506346801151451e-5
1	rnh	1.4766204478131583e-32
2	rnh	4.285534979185105e-5
1	rny	2.1835934632437085e-14
2	rny	2.727158621593647e-5
1	road	2.554747152439911e-4
2	road	1.8400138512864687e-4
1	roads	1.8092366145339915e-4
2	roads	2.5657144442556133e-5
1	robb	2.7101493972129885e-51
2	robb	9.739852225420695e-5
1	robbed	1.3395543528865839e-5
2	robbed	3.740121354656172e-5
1	robber	1.6873412224140254e-14
2	robber	2.3375645329232054e-5
1	robbery	7.103717160960496e-5
2	robbery	5.171058231092745e-5
1	robby	5.023271924903875e-5
2	robby	1.0759040054364002e-9
1	roberson	4.465267614277903e-5
2	roberson	1.125441501206049e-16
1	robert	4.915189192179615e-4
2	robert	5.490907076354777e-4
1	roberto	7.089669708535272e-15
2	roberto	2.7271586226229334e-5
1	roberts	2.6102859241431016e-4
2	roberts	7.493437990719091e-5
1	robertson	4.9134400105511796e-9
2	robertson	1.5193826513992792e-4
1	robertsons	4.379882622328967e-19
2	robertsons	3.895940890168247e-5
1	robin	1.032202138850084e-6
2	robin	4.213487364268728e-5
1	robinson	9.334257145390887e-8
2	robinson	1.246049554558541e-4
1	rocard	3.0463947461765917e-5
2	rocard	1.7695601426887715e-5
1	rochester	3.906821315859614e-5
2	rochester	2.0091669688547146e-9
1	rock	2.3169269646955066e-4
2	rock	6.424328133315885e-5
1	rocked	1.357042819198107e-5
2	rocked	2.948726243126969e-5
1	rocket	2.1209750678261843e-4
2	rocket	1.8880151776847962e-9
1	rockets	5.415280950047326e-5
2	rockets	3.2328324504199715e-5
1	rockies	5.023426066080784e-5
2	rockies	1.521085817528198e-77
1	rocks	1.5533834796606653e-4
2	rocks	6.603200719335212e-7
1	rockwell	2.2885637682875327e-5
2	rockwell	1.5193372943285984e-5
1	rocky	1.0010030666209515e-4
2	rocky	1.9736717946524065e-5
1	rode	6.146371109871534e-6
2	rode	3.466924748668621e-5
1	rodriguez	3.065944180820107e-5
2	rodriguez	3.314291011249169e-5
1	roe	1.0124362149288514e-63
2	roe	2.337564534100965e-5
1	roger	6.029469166731481e-5
2	roger	6.310476437884827e-5
1	rogers	3.134466730547796e-5
2	rogers	2.8768682451733257e-5
1	roh	5.608375981413647e-10
2	roh	1.2856565791142234e-4
1	role	4.360879240164867e-5
2	role	4.8382530027785354e-4
1	roles	6.82564615267786e-6
2	roles	3.809105501804419e-5
1	roll	8.124552870175135e-5
2	roll	3.289733572371602e-5
1	rolled	7.484938407936583e-5
2	rolled	1.7882134371235326e-5
1	rolling	3.429393438097642e-5
2	rolling	3.06060376197505e-5
1	roman	6.24858128825597e-7
2	roman	2.9955129814035177e-4
1	romance	1.9748963408627968e-5
2	romance	9.590886938478777e-6
1	romania	3.143126380499204e-16
2	romania	5.843911335230483e-5
1	romanian	1.9878754913440512e-8
2	romanian	4.284147443909686e-5
1	romanias	2.1873193011064835e-10
2	romanias	2.3375492666322427e-5
1	romantic	1.57979549883929e-5
2	romantic	1.624462809352129e-5
1	rome	1.7974959429119767e-5
2	rome	9.653983967788658e-5
1	romer	4.465267614294029e-5
2	romer	9.411042298338671e-21
1	ron	2.2349836749169816e-5
2	ron	8.179835663798456e-5
1	ronald	4.1807182901698495e-5
2	ronald	1.3055220105627455e-4
1	roof	8.652414834123123e-5
2	roof	9.733159590816904e-6
1	roofs	4.465267614294005e-5
2	roofs	1.3596782211512046e-19
1	room	2.8273608330835887e-4
2	room	2.1951614760743867e-4
1	rooms	4.4945730854953127e-5
2	rooms	3.8754856980640906e-5
1	roosevelt	7.5030409362237804e-6
2	roosevelt	6.488982030965655e-5
1	root	3.914390683763106e-12
2	root	5.4543169730114745e-5
1	roots	1.2586842223358757e-5
2	roots	1.8485981867559903e-5
1	rosa	3.61370058023336e-5
2	rosa	2.0479892216054552e-6
1	rose	0.0017961673529142488
2	rose	5.531296901768785e-5
1	roses	6.202047746040778e-5
2	roses	1.1252935900986472e-5
1	ross	4.407005062796519e-5
2	ross	4.066720767518118e-7
1	rostenkowski	5.76421729319076e-12
2	rostenkowski	5.454316843893748e-5
1	rotation	1.0045956025062174e-4
2	rotation	6.254819360556869e-9
1	roth	2.618871778495946e-5
2	roth	5.0959442717366704e-6
1	rouge	5.990294009688652e-6
2	rouge	6.204977539108877e-5
1	rough	6.760039064227629e-5
2	rough	1.9045984272322248e-5
1	roughly	1.2021464777936139e-4
2	roughly	1.7384748907937206e-5
1	round	8.724855131237248e-5
2	round	2.585677439500594e-4
1	rounds	2.9467754895750386e-5
2	rounds	4.9558470048483096e-5
1	roundtable	2.68451430580846e-9
2	roundtable	2.3373771552478687e-5
1	route	2.2963921758869808e-4
2	route	2.2821257922625183e-5
1	routes	8.930535169758409e-5
2	routes	4.1063036803740187e-13
1	routine	1.1687908349618883e-4
2	routine	2.3326527700775553e-7
1	routinely	1.633939273805021e-5
2	routinely	3.924235038031252e-5
1	rover	3.348950710720519e-5
2	rover	1.5554441137306529e-37
1	row	7.811568485641756e-5
2	row	4.287384564644537e-5
1	rowan	4.3351338352816217e-17
2	rowan	6.233505424266222e-5
1	roy	7.244754860664887e-5
2	roy	5.851802223685025e-5
1	royal	8.107745892518527e-5
2	royal	1.1872534785779338e-4
1	royalties	1.7300664839025206e-5
2	royalties	2.2987619772060427e-5
1	rsqb	1.395396129466884e-4
2	rsqb	4.173074323695551e-77
1	rubber	4.3491883423012966e-5
2	rubber	1.2498054927688743e-5
1	rubbish	1.1379047265380565e-5
2	rubbish	1.5433080753760357e-5
1	rubin	5.470047654373904e-11
2	rubin	3.116748894046363e-5
1	ruby	1.571656170691976e-5
2	ruby	5.526084943125354e-5
1	rude	5.382418430151038e-16
2	rude	2.3375645340633988e-5
1	rudman	1.0587787367442443e-17
2	rudman	4.6751290682011915e-5
1	ruffin	2.770276407137788e-17
2	ruffin	3.8959408901663435e-5
1	ruined	1.455860997554359e-5
2	ruined	1.3213748889175233e-5
1	ruins	5.581079223494919e-5
2	ruins	3.526950100891806e-9
1	rule	2.80184439251637e-5
2	rule	4.869154674796788e-4
1	ruled	4.282191351977399e-5
2	ruled	3.713922552030702e-4
1	ruler	4.516381900242612e-13
2	ruler	3.116752680610318e-5
1	rulers	3.562287459284997e-8
2	rulers	3.5038603277619096e-5
1	rules	1.1628395835271499e-4
2	rules	2.2271729282261489e-4
1	ruling	4.857121781061607e-10
2	ruling	5.843907944985854e-4
1	rulings	2.6235339483670236e-28
2	rulings	3.116752712134622e-5
1	rumored	2.2826167688703202e-5
2	rumored	1.913082383501235e-5
1	rumors	1.4471850373512572e-4
2	rumors	3.1448606976301226e-5
1	run	3.1579336801819944e-4
2	run	4.185108238441957e-4
1	runaway	2.9295799813458007e-5
2	runaway	6.82314474685177e-6
1	rundown	2.486304522234757e-5
2	rundown	9.917203398531242e-6
1	runners	6.847880114735576e-10
2	runners	2.7271108249772048e-5
1	running	1.30448898561797e-4
2	running	5.284013896114643e-4
1	runoff	6.376941317912849e-6
2	runoff	8.905148215464206e-5
1	runs	1.4700225995559072e-4
2	runs	7.660583790449904e-5
1	runway	9.488693020504767e-5
2	runway	4.605886879531731e-12
1	rural	2.854372140459716e-4
2	rural	1.3581600212872434e-4
1	rush	9.465115701616216e-5
2	rush	1.1852396746663722e-5
1	rushed	3.3786208966693475e-5
2	rushed	3.875231127503768e-5
1	rushing	2.399934177747926e-5
2	rushing	1.0520067613355887e-5
1	russell	4.392343371025363e-5
2	russell	8.232376924479489e-5
1	russells	2.2434163203673607e-9
2	russells	2.3374079438469227e-5
1	russia	1.1074110823216946e-5
2	russia	2.3437807891920425e-5
1	russian	3.2152996916520723e-13
2	russian	1.7531733983314473e-4
1	russians	2.724763182595944e-14
2	russians	2.3375645321990854e-5
1	rust	1.122004945452664e-10
2	rust	5.454309414651322e-5
1	rutah	7.207159950015342e-20
2	rutah	2.7271586231177893e-5
1	ruth	1.6924627563952187e-11
2	ruth	5.454316064898132e-5
1	ryan	1.630040010830392e-5
2	ryan	6.654115343140198e-5
1	ryzhkov	1.7461955816090938e-20
2	ryzhkov	6.233505424269246e-5
1	ryzhkovs	1.4248959509171223e-19
2	ryzhkovs	2.7271586231177846e-5
1	sabotage	2.5828622018898947e-5
2	sabotage	2.8722936128217116e-5
1	sachs	3.291616718062402e-5
2	sachs	1.5983954305215863e-5
1	sacramento	2.6149304163141593e-5
2	sacramento	1.681127761423404e-5
1	sacrifice	1.1116435046735488e-5
2	sacrifice	3.899202918327509e-5
1	sad	1.183933334150943e-5
2	sad	3.8487446834476625e-5
1	sadat	5.106707166004832e-20
2	sadat	4.675129068201931e-5
1	saddam	1.371237689458299e-5
2	saddam	3.137918673489228e-4
1	saddened	1.5432180866335278e-7
2	saddened	2.3267928859660732e-5
1	safe	3.026786366850715e-4
2	safe	6.923833242829658e-5
1	safeguard	2.056872812904102e-5
2	safeguard	9.018691913150234e-6
1	safely	1.060501057187352e-4
2	safely	8.428199757130672e-14
1	safer	2.024266950537634e-5
2	safer	9.24628053434927e-6
1	safety	7.552365549001907e-4
2	safety	8.840423584722798e-5
1	saga	3.549693287975595e-5
2	saga	1.0286641316675573e-5
1	sahara	5.5531671344441265e-6
2	sahara	2.7291421538825175e-5
1	sailed	1.6516807068201733e-7
2	sailed	3.4948180849193366e-5
1	sailors	1.3527917451799435e-4
2	sailors	1.0765663908199849e-5
1	saint	9.577370029175652e-6
2	saint	4.396223604851629e-5
1	saints	1.0607556240888083e-9
2	saints	2.337490493455389e-5
1	saito	2.915862899064056e-13
2	saito	3.116752691781924e-5
1	sajudis	2.5648752388261135e-40
2	sajudis	6.623099513286077e-5
1	sake	1.4800349376535607e-5
2	sake	1.3045015008307762e-5
1	sakharov	2.5862769527974126e-40
2	sakharov	9.350258136403862e-5
1	salaries	9.947481877059465e-5
2	salaries	3.186113059340579e-5
1	salary	1.4085250216059282e-4
2	salary	4.973083610127109e-5
1	sale	5.727108672392278e-4
2	sale	6.776124512296998e-5
1	sales	0.001795946983822969
2	sales	5.936272733208347e-5
1	salinas	7.60552095526895e-26
2	salinas	8.181475869353378e-5
1	sally	1.5096602794257425e-5
2	sally	1.2838230393605655e-5
1	salomon	3.154276529699407e-5
2	salomon	5.254764893768502e-6
1	salt	1.3148078020448355e-4
2	salt	1.72911699561251e-6
1	salvador	1.3658849262855703e-6
2	salvador	9.6445135824503e-5
1	salvadoran	4.895618266149777e-7
2	salvadoran	4.25136360844855e-5
1	salvage	8.370176693752724e-5
2	salvage	1.5356559563475084e-8
1	salvation	6.723039593029605e-6
2	salvation	4.2058615193032715e-5
1	sam	2.1225983256162228e-5
2	sam	1.1375033246989852e-4
1	sample	4.7379856943501675e-5
2	sample	4.095178008655015e-5
1	samples	8.896629280768636e-5
2	samples	2.366632057737669e-7
1	samuel	5.6431351355774305e-5
2	samuel	6.190543149384135e-5
1	san	9.30563336658288e-4
2	san	2.309502830146974e-4
1	sanctions	2.0609687860894143e-10
2	sanctions	3.623223589302168e-4
1	sanctuary	3.512092788471012e-5
2	sanctuary	1.054909245943211e-5
1	sand	1.4511490112866884e-4
2	sand	4.3948366923177585e-9
1	sandinista	4.240301284073109e-14
2	sandinista	1.8700516269847998e-4
1	sandinistas	1.1412567648443394e-13
2	sandinistas	1.7921328086808116e-4
1	sandra	2.169360127671885e-5
2	sandra	1.992135415505967e-5
1	sandy	8.394802185419127e-6
2	sandy	1.751608109104581e-5
1	sane	3.858867189875842e-14
2	sane	2.3375645314074816e-5
1	sang	3.26786039113203e-5
2	sang	7.458888660250736e-5
1	sank	1.2279485934463705e-4
2	sank	3.3817190091715357e-14
1	santa	2.862785088366269e-4
2	santa	2.224649331917189e-5
1	santiago	3.8006769450577515e-5
2	santiago	1.6326659465349447e-5
1	sao	1.0599987276856672e-5
2	sao	2.3768745693783608e-5
1	sara	2.3362986052393995e-8
2	sara	3.504716066861095e-5
1	sassan	3.348950710720519e-5
2	sassan	1.2730508309243898e-29
1	sasser	4.209633866352551e-16
2	sasser	7.791881780307165e-5
1	sat	2.795519704044706e-5
2	sat	9.346958384038786e-5
1	satellite	2.232622964529808e-4
2	satellite	7.568136897278183e-10
1	satellites	3.3685985991703086e-5
2	satellites	1.9342562369104652e-5
1	satisfaction	9.322922394058962e-6
2	satisfaction	2.855607670451038e-5
1	satisfactory	2.167077282535193e-5
2	satisfactory	1.2145406612904935e-5
1	satisfied	5.1153681576774176e-5
2	satisfied	5.390141750364786e-5
1	satisfy	2.975999701740129e-5
2	satisfy	2.597883997376128e-5
1	saturday	6.09738166072987e-4
2	saturday	7.042261757200741e-4
1	saturdays	3.6746789163828e-5
2	saturdays	5.616553345516973e-5
1	sauce	1.7264966818099855e-5
2	sauce	1.5220655177690648e-5
1	saudi	1.267275570306609e-4
2	saudi	5.037272963665567e-4
1	saudis	2.6472600071901325e-7
2	saudis	4.2670571285390985e-5
1	saunders	6.803100185122516e-5
2	saunders	1.874541804218839e-5
1	savannah	7.814217948043727e-5
2	savannah	2.631252914560534e-12
1	save	1.7279657970619395e-4
2	save	1.1314459876496007e-4
1	saved	7.1006111130209e-5
2	saved	1.0850309249592798e-6
1	saving	6.602375446596704e-6
2	saving	2.6559075096245226e-5
1	savings	3.8490450087743e-4
2	savings	1.5599456733825587e-4
1	saw	3.571479308469601e-4
2	saw	2.2991180030374644e-4
1	say	0.0010943903236775132
2	say	0.001776270015075757
1	saying	2.963657416318538e-4
2	saying	0.0013125539304770053
1	says	8.351826585129604e-4
2	says	0.001290990836145458
1	sc	3.057927635848536e-5
2	sc	2.1511042852592305e-5
1	scale	2.4182539985869087e-4
2	scale	1.4315313840128742e-5
1	scalia	8.11100026554284e-26
2	scalia	3.506346801151451e-5
1	scalpers	1.8516626715387737e-7
2	scalpers	2.324639945583577e-5
1	scandal	1.3287931527262935e-9
2	scandal	1.3246106276931566e-4
1	scandals	9.299186018669274e-13
2	scandals	2.727158558209559e-5
1	scarce	4.7050644373549404e-5
2	scarce	2.2221612576914987e-6
1	scare	5.0196905608359426e-5
2	scare	1.1713896462959658e-5
1	scared	4.825474940555567e-5
2	scared	2.8653283277455297e-5
1	scary	3.054716330497278e-5
2	scary	2.0537532837413776e-6
1	scattered	1.5899629826864717e-4
2	scattered	1.7586778556077376e-5
1	scenario	3.7775117886606527e-5
2	scenario	1.2592411155031395e-5
1	scene	1.7804347210599453e-4
2	scene	9.389850910651683e-5
1	scenes	2.323360206702648e-5
2	scenes	4.222208035247403e-5
1	schedule	1.1442155195622215e-4
2	schedule	1.1882684675000501e-4
1	scheduled	3.691852270073091e-4
2	scheduled	5.877282222654714e-4
1	schedules	4.2813431800071534e-5
2	schedules	5.179731759849573e-6
1	scheme	1.1689450719668414e-6
2	scheme	1.1995824500376296e-4
1	scherer	5.468198512737856e-13
2	scherer	2.7271585849498173e-5
1	scheringplough	3.348950710720519e-5
2	scheringplough	9.253552277399171e-21
1	schlesinger	3.317654052056969e-5
2	schlesinger	2.1845039132286542e-7
1	schneidman	6.139742969654288e-5
2	schneidman	1.447712327774037e-20
1	scholar	2.9375971335836096e-9
2	scholar	4.2853299351737725e-5
1	scholars	9.64528189428787e-6
2	scholars	2.0539188287750853e-5
1	school	3.4208265045669334e-4
2	school	0.0011325978160903391
1	schools	7.130418477836305e-5
2	schools	4.099507692587486e-4
1	schroeder	1.4243028680949324e-17
2	schroeder	2.3375645340999727e-5
1	schulz	3.907108157141936e-5
2	schulz	7.017440883460758e-12
1	schwarzkopf	7.162819955655077e-17
2	schwarzkopf	7.012693602297896e-5
1	science	1.128035848108853e-4
2	science	9.658054099711561e-5
1	sciences	4.283781439757959e-5
2	sciences	2.4642417179923618e-5
1	scientific	1.4078036562085986e-4
2	scientific	4.198930555971292e-5
1	scientist	8.51129748457992e-5
2	scientist	3.4093802741386886e-5
1	scientists	3.669976781354695e-4
2	scientists	3.213558208385231e-5
1	scope	2.7688485198198483e-5
2	scope	2.7424753329559083e-5
1	score	3.341690754860005e-5
2	score	2.7322260656705777e-5
1	scored	7.354871441654835e-6
2	scored	2.6033833579709852e-5
1	scores	6.41187487381879e-5
2	scores	5.6539635149587474e-5
1	scotland	5.2799273371194036e-5
2	scotland	2.158526881437902e-5
1	scott	4.603656981792088e-5
2	scott	4.5785334162191844e-5
1	scottish	1.315228172679872e-5
2	scottish	1.4195364720977983e-5
1	scrap	3.768284226997499e-5
2	scrap	1.6552760341239938e-5
1	scratch	7.213654860411065e-6
2	scratch	1.8340520843965624e-5
1	screaming	3.72116490873633e-5
2	screaming	2.4673534532222402e-5
1	screen	5.516224290321669e-5
2	screen	4.331156358252553e-5
1	screening	1.0998549367037161e-5
2	screening	3.517837238975205e-5
1	screenplay	1.159215558276315e-22
2	screenplay	2.7271586231177944e-5
1	scripps	3.907109162505436e-5
2	scripps	1.2830472421447413e-17
1	script	4.058279115011666e-7
2	script	3.478020050033957e-5
1	scrutiny	3.496995293956509e-5
2	scrutiny	1.4550413723273612e-5
1	sd	4.408074321832065e-5
2	sd	8.191090438796575e-6
1	sdi	3.9476258967746186e-24
2	sdi	2.7271586231177944e-5
1	sea	3.180170011283935e-4
2	sea	6.632404985122715e-5
1	seal	1.5802593793450857e-5
2	seal	1.2345449321663875e-5
1	sealed	1.6721788043092842e-5
2	sealed	6.235108414803061e-5
1	search	1.2182572678223125e-4
2	search	1.7209785284369225e-4
1	searched	7.008636490723181e-5
2	searched	4.068642184934614e-5
1	searches	7.764979298201583e-7
2	searches	3.8417414056628775e-5
1	searching	6.448984893992011e-5
2	searching	3.680090309723796e-5
1	sears	3.834801747404828e-5
2	sears	8.296586876637085e-6
1	seas	3.348950709801588e-5
2	seas	6.414130995378141e-15
1	season	4.785239199312218e-4
2	season	4.389700775393997e-5
1	seasonal	3.348950710720519e-5
2	seasonal	1.6377893737814104e-53
1	seasonally	5.5815845178675405e-5
2	seasonally	4.081192969634796e-74
1	seasons	5.688981479355097e-5
2	seasons	7.042251971095436e-6
1	seat	6.873604184934236e-5
2	seat	2.3642599061755209e-4
1	seats	2.5752281868709668e-5
2	seats	1.690300935293085e-4
1	seattle	8.12059026043191e-5
2	seattle	2.9029053813324923e-5
1	sec	6.234832948475439e-8
2	sec	1.0514688495756896e-4
1	secede	1.4018903401633844e-9
2	secede	2.337466682283399e-5
1	secession	4.790321108219804e-6
2	secession	3.1719828257819615e-5
1	second	8.752164311829559e-4
2	second	5.734657618653289e-4
1	secondary	4.1011610228642476e-5
2	secondary	1.0333342459450359e-5
1	seconddegree	3.3040943367858107e-6
2	seconddegree	2.8861272295238976e-5
1	secondlargest	6.139737831505068e-5
2	secondlargest	3.586423456530982e-11
1	secondquarter	7.81421832501455e-5
2	secondquarter	3.976860201464288e-52
1	seconds	9.557295411206473e-5
2	seconds	1.120898321653286e-5
1	secord	7.44175829554685e-27
2	secord	2.337564534100965e-5
1	secrecy	3.367982124964352e-5
2	secrecy	4.27225106944354e-5
1	secret	2.8073185058025775e-5
2	secret	4.7129349465831855e-4
1	secretariat	3.964325153438033e-17
2	secretariat	2.3375645340981997e-5
1	secretaries	2.0483892199322414e-11
2	secretaries	3.8959394603944726e-5
1	secretary	1.0641961536272845e-4
2	secretary	0.00108670959104757
1	secretarygeneral	3.341139500121896e-11
2	secretarygeneral	9.350255804291543e-5
1	secretly	3.6559330843487832e-9
2	secretly	5.4540620624405684e-5
1	secrets	2.5417439453464604e-6
2	secrets	6.056091929278463e-5
1	section	1.2845165443893847e-4
2	section	1.1292978893511217e-4
1	sections	5.736265533951475e-5
2	sections	3.7879736823682154e-5
1	sector	2.3336576298534577e-4
2	sector	2.022013264298593e-5
1	sectors	2.8169826963838405e-5
2	sectors	3.488065899757499e-5
1	secular	1.234123304009495e-7
2	secular	2.7185444537395313e-5
1	secure	3.764438117832236e-5
2	secure	6.333089683006738e-5
1	securing	1.5219395621411205e-5
2	securing	1.6648462002691404e-5
1	securitate	3.484100706285076e-10
2	securitate	4.675104749210857e-5
1	securities	7.777561856682746e-4
2	securities	1.0350499918355882e-5
1	security	2.0945744319690067e-4
2	security	0.0013887996068840762
1	sediment	3.348950710719442e-5
2	sediment	7.520357011506431e-18
1	sedlmayr	3.0066156768778313e-74
2	sedlmayr	3.116752712134622e-5
1	see	6.256613252872369e-4
2	see	8.177819336326298e-4
1	seeing	1.0492345904607139e-4
2	seeing	1.2545650691708096e-4
1	seek	4.190478542531873e-5
2	seek	3.9930399600563766e-4
1	seeking	1.2474862628525713e-4
2	seeking	4.7004512020597635e-4
1	seeks	1.2559729223535362e-9
2	seeks	7.01260593550775e-5
1	seen	4.658867046870487e-4
2	seen	3.4101739831248265e-4
1	sees	6.314681947969373e-8
2	sees	6.22909778204314e-5
1	segment	4.939351338873795e-5
2	segment	1.617060438787352e-5
1	segments	3.348950710720519e-5
2	segments	9.180489271124623e-21
1	segregated	3.187052997698315e-26
2	segregated	4.285534979185105e-5
1	segregation	1.3118911833054612e-18
2	segregation	5.064723157218668e-5
1	seiders	2.7558300543119142e-5
2	seiders	8.035917648933873e-6
1	seidman	3.9070794318914175e-5
2	seidman	2.0751942683329871e-10
1	seidon	4.465267614294029e-5
2	seidon	1.8626825696993948e-22
1	sein	3.906609986215125e-5
2	sein	3.484245955204928e-9
1	seismic	3.907109162507275e-5
2	seismic	7.83954381731863e-53
1	seismographs	4.465267614294029e-5
2	seismographs	4.203972027350178e-52
1	seize	5.1693174976444236e-6
2	seize	2.3663407344185164e-5
1	seized	3.5129304676875846e-5
2	seized	1.8196464463356355e-4
1	seizure	2.8383644390375064e-5
2	seizure	2.3043591958843152e-5
1	seldom	1.1840952040595161e-5
2	seldom	1.5110671642985119e-5
1	select	2.6972796903250642e-5
2	select	3.5716184885407705e-5
1	selected	1.3992081695860128e-4
2	selected	8.154867864175759e-5
1	selection	2.9885490546836596e-5
2	selection	6.095471361647004e-5
1	selfdefense	3.6751221819544943e-11
2	selfdefense	3.895938324936355e-5
1	selfdetermination	6.715578125834929e-7
2	selfdetermination	2.6802839492007236e-5
1	sell	7.354267101966406e-4
2	sell	2.041673064441599e-5
1	sellers	5.017354953283916e-5
2	sellers	4.237631181326572e-8
1	selling	5.036697321022954e-4
2	selling	4.58249583004611e-5
1	selloff	3.348950710720519e-5
2	selloff	7.471335129570713e-21
1	sells	6.434882891315281e-5
2	sells	5.731807825639131e-6
1	semiconductor	7.256058741437956e-5
2	semiconductor	7.899882743457213e-12
1	semiconductors	2.5348714885780302e-5
2	semiconductors	5.682265527339969e-6
1	sen	2.1274004668123086e-5
2	sen	9.980953956364555e-4
1	senate	4.6262529808706e-9
2	senate	0.0014025354913402295
1	senator	2.287397851136595e-17
2	senator	2.2206863073957585e-4
1	senators	3.269856626799531e-19
2	senators	3.155712121036303e-4
1	send	6.753310834506815e-5
2	send	2.5674534155452117e-4
1	sending	5.5903405738897466e-5
2	sending	1.3629681396491226e-4
1	sends	5.041245158051337e-7
2	sends	4.639941223091383e-5
1	senior	3.9090772092285393e-4
2	senior	4.089364239864655e-4
1	seniority	3.475159244540037e-10
2	seniority	2.337540277521215e-5
1	sens	1.4848290120593447e-23
2	sens	6.623099513286077e-5
1	sense	1.0745342262193173e-4
2	sense	1.8992158978716394e-4
1	sensible	1.959936812425434e-5
2	sensible	2.5279067870868088e-5
1	sensitive	1.1124177917322382e-5
2	sensitive	9.742573801920896e-5
1	sensitivity	6.083921864983184e-6
2	sensitivity	2.6920955222183676e-5
1	sent	3.380502154997731e-4
2	sent	5.743969638191382e-4
1	sentence	3.6896019644336234e-11
2	sentence	4.05177826824113e-4
1	sentenced	5.486559347766064e-10
2	sentenced	3.818018242751503e-4
1	sentences	1.499005956759817e-6
2	sentences	7.687251301610451e-5
1	sentencing	1.0558204170195504e-12
2	sentencing	1.0908634418775e-4
1	sentiment	4.0601939214951654e-5
2	sentiment	3.399493779344955e-5
1	seoul	1.818031685412982e-5
2	seoul	9.639650038299012e-5
1	separate	1.6953871992704314e-4
2	separate	2.6736027662867403e-4
1	separated	3.6636360378549925e-5
2	separated	2.897102641514971e-5
1	separately	3.8378492504237924e-5
2	separately	4.7234724235111175e-5
1	separation	1.3868949432562602e-5
2	separation	2.1487013097948405e-5
1	separatist	1.2610209145618336e-5
2	separatist	2.6261553557523897e-5
1	separatists	3.3485934579836055e-5
2	separatists	2.493620837243568e-9
1	sept	3.0732806268215666e-4
2	sept	2.646860227319335e-4
1	september	4.7880621287512906e-4
2	september	2.2291324848493704e-4
1	sequence	3.7944109656483534e-5
2	sequence	7.866323836634519e-7
1	serbia	5.5791779416836236e-6
2	serbia	2.3377325128985695e-5
1	serbian	1.2183509802832217e-9
2	serbian	2.337479493313936e-5
1	sergei	1.2099688534530959e-26
2	sergei	3.116752712134622e-5
1	series	3.3664877718599687e-4
2	series	2.442201908165007e-4
1	serious	4.108940579798688e-4
2	serious	2.703158705090086e-4
1	seriously	9.840212921294663e-5
2	seriously	1.339043300682477e-4
1	servants	3.9039434736678483e-5
2	servants	2.2096479154974662e-8
1	serve	1.4097449900363034e-4
2	serve	2.2106708158377785e-4
1	served	1.1063252449142247e-4
2	served	2.8510110184315414e-4
1	serves	3.8815530887850906e-5
2	serves	3.913779006260171e-5
1	service	0.0015698021111761522
